message,is_toxic
juergh please do open a bug on launchpad and asign yourself i agre stuart totaly stole your trial bug,0
god damn those unrelated changes,1
because i am retard ed wil fix,1
todo toyoshim remove this member once resourcerequest gets it,0
fair enough yeah the whole retry on al conflict suck the api in ironic should be smarter and actualy tels what is retryable and what is not by either using a diferent htp return code or headers such as retry after unfortunately none of those are done today we have a bug to track it,1
stil not sure of why this neds x file perms are you sure you can reproduce this on an aosp tre,0
this sounds dumb to coment on but god note here saves someone later asking why the code was comented out instead of removed,0
if you change these you ned to change the places in the code that finds these objects by these ids,0
it is beter to ad docstring e g param value what the fuck is value here,1
thanks that is an interestin use of eq,0
should scrub key data after creation of aeskey,0
auth token auth uri tenant id username should be removed,0
do we realy ned to protect against the file system changing under our as i think that is a bit excesive,1
we cal server object ad fixed ip method so the mock is useles,0
should have tempest in here also,0
i gues you may want to remove these two sentences,0
sily tol it is only 5 retries,0
if is enabled config display spd data spd content nul,0
gb uwinapi should not apear here,0
damn docs,1
w292 is a warning that a file should end in a blank newline h404 is the hacking rule about always having a single 80 char sumary of al docstrings something i personaly think is sily and since nova also ignores it i figured we could as wel,0
you are overwriting w0 again after this without using it,0
